codigo_sii,actividad_sii,mcc,categoria
11111,"CULTIVO DE SEMILLAS DE CEREALES, LEGUMBRES Y OLEAGINOSAS (EXCEPTO SEMILLAS DE RAPS Y MARAVILLA)",763,COOPERATIVAS AGRÍCOLAS
11200,CULTIVO DE ARROZ,763,COOPERATIVAS AGRÍCOLAS
11301,CULTIVO DE PAPAS,763,COOPERATIVAS AGRÍCOLAS
11302,CULTIVO DE CAMOTES,763,COOPERATIVAS AGRÍCOLAS
11303,CULTIVO DE OTROS TUBÉRCULOS (EXCEPTO PAPAS Y CAMOTES),763,COOPERATIVAS AGRÍCOLAS
11304,CULTIVO DE REMOLACHA AZUCARERA,763,COOPERATIVAS AGRÍCOLAS
11305,CULTIVO DE SEMILLAS DE HORTALIZAS,763,COOPERATIVAS AGRÍCOLAS
11306,CULTIVO DE HORTALIZAS Y MELONES ,763,COOPERATIVAS AGRÍCOLAS
11400,CULTIVO DE CAÑA DE AZÚCAR,763,COOPERATIVAS AGRÍCOLAS
11500,CULTIVO DE TABACO,763,COOPERATIVAS AGRÍCOLAS
11600,CULTIVO DE PLANTAS DE FIBRA,763,COOPERATIVAS AGRÍCOLAS
11901,CULTIVO DE FLORES,763,COOPERATIVAS AGRÍCOLAS
11902,CULTIVOS FORRAJEROS EN PRADERAS MEJORADAS O SEMBRADAS; CULTIVOS SUPLEMENTARIOS FORRAJEROS,763,COOPERATIVAS AGRÍCOLAS
11903,CULTIVOS DE SEMILLAS DE FLORES; CULTIVO DE SEMILLAS DE PLANTAS FORRAJERAS,763,COOPERATIVAS AGRÍCOLAS
12111,CULTIVO DE UVA DESTINADA A LA PRODUCCIÓN DE PISCO Y AGUARDIENTE,763,COOPERATIVAS AGRÍCOLAS
12112,CULTIVO DE UVA DESTINADA A LA PRODUCCIÓN DE VINO,763,COOPERATIVAS AGRÍCOLAS
12120,CULTIVO DE UVA PARA MESA,763,COOPERATIVAS AGRÍCOLAS
12200,CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES (INCLUYE EL CULTIVO DE PALTAS),763,COOPERATIVAS AGRÍCOLAS
12300,CULTIVO DE CÍTRICOS,763,COOPERATIVAS AGRÍCOLAS
12400,CULTIVO DE FRUTAS DE PEPITA Y DE HUESO,763,COOPERATIVAS AGRÍCOLAS
12501,CULTIVO DE SEMILLAS DE FRUTAS,763,COOPERATIVAS AGRÍCOLAS
12502,CULTIVO DE OTROS FRUTOS Y NUECES DE ÁRBOLES Y ARBUSTOS,763,COOPERATIVAS AGRÍCOLAS
12600,CULTIVO DE FRUTOS OLEAGINOSOS (INCLUYE EL CULTIVO DE ACEITUNAS),763,COOPERATIVAS AGRÍCOLAS
12700,"CULTIVO DE PLANTAS CON LAS QUE SE PREPARAN BEBIDAS (INCLUYE EL CULTIVO DE CAFÉ, TÉ Y MATE)",763,COOPERATIVAS AGRÍCOLAS
12801,CULTIVO DE ESPECIAS,763,COOPERATIVAS AGRÍCOLAS
12802,"CULTIVO DE PLANTAS AROMÁTICAS, MEDICINALES Y FARMACÉUTICAS",763,COOPERATIVAS AGRÍCOLAS
12900,CULTIVO DE OTRAS PLANTAS PERENNES,763,COOPERATIVAS AGRÍCOLAS
661202,CORREDORES DE BOLSA,6211,CORREDORAS DE BOLSA
661203,AGENTES DE VALORES,6211,CORREDORAS DE BOLSA
662900,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE PENSIONES,6211,CORREDORAS DE BOLSA
663010,ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP),6211,CORREDORAS DE BOLSA
663091,ADMINISTRADORAS DE FONDOS DE INVERSIÓN,6211,CORREDORAS DE BOLSA
663092,ADMINISTRADORAS DE FONDOS MUTUOS,6211,CORREDORAS DE BOLSA
663093,ADMINISTRADORAS DE FICES (FONDOS DE INVERSIÓN DE CAPITAL EXTRANJERO),6211,CORREDORAS DE BOLSA
663094,ADMINISTRADORAS DE FONDOS PARA LA VIVIENDA,6211,CORREDORAS DE BOLSA
663099,ADMINISTRADORAS DE FONDOS PARA OTROS FINES N.C.P.,6211,CORREDORAS DE BOLSA
843020,INSTITUTO DE PREVISIÓN SOCIAL (IPS),6211,CORREDORAS DE BOLSA
231001,FABRICACIÓN DE VIDRIO PLANO,5950,CRISTALERÍAS
231009,FABRICACIÓN DE PRODUCTOS DE VIDRIO N.C.P.,5950,CRISTALERÍAS
501100,TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE,4411,CRUCEROS
502100,TRANSPORTE DE PASAJEROS POR VÍAS DE NAVEGACIÓN INTERIORES,4411,CRUCEROS
862032,SERVICIOS DE ODONTÓLOGOS PRESTADOS DE FORMA INDEPENDIENTE,8021,DENTISTAS Y ORTODONCISTAS
451002,VENTA AL POR MENOR DE VEHÍCULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA),5592,DISTRIBUIDORES DE CASAS RODANTES
522920,AGENCIAS DE NAVES,5551,DISTRIBUIDORES DE EMBARCACIONES
451002,VENTA AL POR MENOR DE VEHÍCULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA),5599,DISTRIBUIDORES DE VEHÍCULOS MOTORIZADOS (NO CLASIFICADOS EN OTRA PARTE)
451002,VENTA AL POR MENOR DE VEHÍCULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA),5598,DISTRIBUIDORES DE VEHÍCULOS PARA LA NIEVE
477399,VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.P.,5971,DISTRIBUIDORES Y GALERÍAS DE ARTE
454001,VENTA DE MOTOCICLETAS,5571,DISTRIBUIDORES Y TIENDAS DE MOTOS
454003,MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS,5571,DISTRIBUIDORES Y TIENDAS DE MOTOS
749009,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS N.C.P.",8011,DOCTORES Y MÉDICOS (NO CLASIFICADOS EN OTRA PARTE)
862031,SERVICIOS DE MÉDICOS PRESTADOS DE FORMA INDEPENDIENTE,8011,DOCTORES Y MÉDICOS (NO CLASIFICADOS EN OTRA PARTE)
265100,"FABRICACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL",5046,EQUIPAMIENTO COMERCIAL (NO CLASIFICADO EN OTRA PARTE)
267000,FABRICACIÓN DE INSTRUMENTOS ÓPTICOS Y EQUIPO FOTOGRÁFICO,5046,EQUIPAMIENTO COMERCIAL (NO CLASIFICADO EN OTRA PARTE)
274000,FABRICACIÓN DE EQUIPO ELÉCTRICO DE ILUMINACIÓN,5046,EQUIPAMIENTO COMERCIAL (NO CLASIFICADO EN OTRA PARTE)
465905,"VENTA AL POR MAYOR DE EQUIPO DE TRANSPORTE(EXCEPTO VEHÍCULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS)",5046,EQUIPAMIENTO COMERCIAL (NO CLASIFICADO EN OTRA PARTE)
261000,FABRICACIÓN DE COMPONENTES Y TABLEROS ELECTRÓNICOS,5065,EQUIPOS Y REPUESTOS ELÉCTRICOS
263000,FABRICACIÓN DE EQUIPO DE COMUNICACIONES,5065,EQUIPOS Y REPUESTOS ELÉCTRICOS
264000,FABRICACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO,5065,EQUIPOS Y REPUESTOS ELÉCTRICOS
279000,FABRICACIÓN DE OTROS TIPOS DE EQUIPO ELÉCTRICO,5065,EQUIPOS Y REPUESTOS ELÉCTRICOS
464902,VENTA AL POR MAYOR DE ARTÍCULOS ELÉCTRICOS Y ELECTRÓNICOS PARA EL HOGAR,5065,EQUIPOS Y REPUESTOS ELÉCTRICOS
465200,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y DE TELECOMUNICACIONES",5065,EQUIPOS Y REPUESTOS ELÉCTRICOS
466302,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN",5074,EQUIPOS Y SUMINISTROS DE FONTANERÍA Y CALEFACCIÓN
266000,FABRICACIÓN DE EQUIPO DE IRRADIACIÓN Y EQUIPO ELECTRÓNICO DE USO MÉDICO Y TERAPÉUTICO,5047,"EQUIPOS Y SUMINISTROS MÉDICOS, DENTALES Y HOSPITALARIOS"
325001,ACTIVIDADES DE LABORATORIOS DENTALES,5047,"EQUIPOS Y SUMINISTROS MÉDICOS, DENTALES Y HOSPITALARIOS"
325009,"FABRICACIÓN DE INSTRUMENTOS Y MATERIALES MÉDICOS, OFTALMOLÓGICOS Y ODONTOLÓGICOS N.C.P.",5047,"EQUIPOS Y SUMINISTROS MÉDICOS, DENTALES Y HOSPITALARIOS"
464908,VENTA AL POR MAYOR DE INSTRUMENTOS CIENTÍFICOS Y QUIRÚRGICOS,5047,"EQUIPOS Y SUMINISTROS MÉDICOS, DENTALES Y HOSPITALARIOS"
281700,FABRICACIÓN DE MAQUINARIA Y EQUIPO DE OFICINA (EXCEPTO COMPUTADORES Y EQUIPO PERIFÉRICO),5044,EQUIPOS Y SUMINISTROS PARA OFICINA
465904,VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA; VENTA AL POR MAYOR DE MUEBLES DE OFICINA,5044,EQUIPOS Y SUMINISTROS PARA OFICINA
854909,OTROS TIPOS DE ENSEÑANZA N.C.P.,8244,ESCUELAS DE NEGOCIOS Y SECRETARIADO
854909,OTROS TIPOS DE ENSEÑANZA N.C.P.,8241,ESCUELAS POR CORRESPONDENCIA
850012,"ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA",8211,ESCUELAS PRIMARIAS Y SECUNDARIAS
850022,"ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA",8211,ESCUELAS PRIMARIAS Y SECUNDARIAS
854909,OTROS TIPOS DE ENSEÑANZA N.C.P.,8249,ESCUELAS VOCACIONALES Y COMERCIALES
854100,ENSEÑANZA DEPORTIVA Y RECREATIVA,8299,ESCUELAS Y SERVICIOS EDUCATIVOS (NO CLASIFICADOS EN OTRA PARTE)
854200,ENSEÑANZA CULTURAL,8299,ESCUELAS Y SERVICIOS EDUCATIVOS (NO CLASIFICADOS EN OTRA PARTE)
854901,ENSEÑANZA PREUNIVERSITARIA,8299,ESCUELAS Y SERVICIOS EDUCATIVOS (NO CLASIFICADOS EN OTRA PARTE)
854902,SERVICIOS PERSONALES DE EDUCACIÓN,8299,ESCUELAS Y SERVICIOS EDUCATIVOS (NO CLASIFICADOS EN OTRA PARTE)
855000,ACTIVIDADES DE APOYO A LA ENSEÑANZA,8299,ESCUELAS Y SERVICIOS EDUCATIVOS (NO CLASIFICADOS EN OTRA PARTE)
932901,GESTIÓN DE SALAS DE POOL; GESTIÓN (EXPLOTACIÓN) DE JUEGOS ELECTRÓNICOS,7994,ESTABLECIMIENTOS DE VIDEJUEGOS
522120,EXPLOTACIÓN DE ESTACIONAMIENTOS DE VEHÍCULOS AUTOMOTORES Y PARQUÍMETROS,7523,ESTACIONAMIENTOS Y PARQUÍMETROS
466100,"VENTA AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS",5541,ESTACIONES DE SERVICIO (CON O SIN SERVICIOS AUXILIARES)
473000,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS,5541,ESTACIONES DE SERVICIO (CON O SIN SERVICIOS AUXILIARES)
742002,SERVICIOS Y ACTIVIDADES DE FOTOGRAFÍA ,7221,ESTUDIOS FOTOGRÁFICOS
742003,SERVICIOS PERSONALES DE FOTOGRAFÍA ,7221,ESTUDIOS FOTOGRÁFICOS
910100,ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS,7991,EXHIBICIONES Y ATRACCIONES TURISTICAS
910200,"ACTIVIDADES DE MUSEOS, GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS",7991,EXHIBICIONES Y ATRACCIONES TURISTICAS
241000,INDUSTRIAS BÁSICAS DE HIERRO Y ACERO,5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
242001,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE COBRE,5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
242002,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE ALUMINIO,5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
242009,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE OTROS METALES NO FERROSOS N.C.P.,5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
251100,FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL,5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
251201,FABRICACIÓN DE RECIPIENTES DE METAL PARA GASES COMPRIMIDOS O LICUADOS,5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
251209,"FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL N.C.P.",5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
259100,"FORJA, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA",5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
259900,FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
466200,VENTA AL POR MAYOR DE METALES Y MINERALES METALÍFEROS,5051,FABRICACIÓN DE PRODUCTOS METÁLICOS
464907,VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES ,5912,FARMACIAS
477201,VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES EN COMERCIOS ESPECIALIZADOS,5912,FARMACIAS
475201,VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA Y MATERIALES DE CONSTRUCCIÓN ,5251,FERRETERÍAS
491200,TRANSPORTE DE CARGA POR FERROCARRIL,4011,FERROCARRILES
491100,TRANSPORTE INTERURBANO DE PASAJEROS POR FERROCARRIL,4112,FERROCARRILES DE PASAJEROS
492110,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VÍA METRO Y METROTREN,4112,FERROCARRILES DE PASAJEROS
477397,"VENTA AL POR MENOR DE FLORES, PLANTAS, ARBOLES, SEMILLAS Y ABONOS EN COMERCIOS ESPECIALIZADOS",5992,FLORERIAS
731001,SERVICIOS DE PUBLICIDAD PRESTADOS POR EMPRESAS,7333,"FOTOGRAFÍA COMERCIAL, ARTE Y GRÁFICOS"
731002,SERVICIOS DE PUBLICIDAD PRESTADOS POR PROFESIONALES,7333,"FOTOGRAFÍA COMERCIAL, ARTE Y GRÁFICOS"
742002,SERVICIOS Y ACTIVIDADES DE FOTOGRAFÍA ,7333,"FOTOGRAFÍA COMERCIAL, ARTE Y GRÁFICOS"
742003,SERVICIOS PERSONALES DE FOTOGRAFÍA ,7333,"FOTOGRAFÍA COMERCIAL, ARTE Y GRÁFICOS"
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5311,GRANDES TIENDAS
641910,ACTIVIDADES BANCARIAS,6012,INSTITUCIONES FINANCIERAS: SERVICIOS Y PAGO DE DEUDAS
641990,OTROS TIPOS DE INTERMEDIACIÓN MONETARIA N.C.P.,6012,INSTITUCIONES FINANCIERAS: SERVICIOS Y PAGO DE DEUDAS
649201,FINANCIERAS,6012,INSTITUCIONES FINANCIERAS: SERVICIOS Y PAGO DE DEUDAS
649900,"OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.",6012,INSTITUCIONES FINANCIERAS: SERVICIOS Y PAGO DE DEUDAS
661902,ADMINISTRACIÓN DE TARJETAS DE CRÉDITO,6012,INSTITUCIONES FINANCIERAS: SERVICIOS Y PAGO DE DEUDAS
829110,ACTIVIDADES DE AGENCIAS DE COBRO,6012,INSTITUCIONES FINANCIERAS: SERVICIOS Y PAGO DE DEUDAS
477394,"VENTA AL POR MENOR DE ARTÍCULOS DE JOYERÍA, BISUTERÍA Y RELOJERÍA EN COMERCIOS ESPECIALIZADOS",5944,JOYERÍAS Y RELOJERÍAS
712009,OTROS SERVICIOS DE ENSAYOS Y ANÁLISIS TÉCNICOS (EXCEPTO ACTIVIDADES DE PLANTAS DE REVISIÓN TÉCNICA),8734,LABORATORIOS DE PRUEBAS (PRUEBAS NO MÉDICAS)
742001,"SERVICIOS DE REVELADO, IMPRESIÓN Y AMPLIACIÓN DE FOTOGRAFÍAS",7395,LABORATORIOS DE REVELADO FOTOGRÁFICO
210000,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS",5122,LABORATORIOS FARMACÉUTICOS
869010,ACTIVIDADES DE LABORATORIOS CLÍNICOS Y BANCOS DE SANGRE,8071,LABORATORIOS MÉDICOS Y DENTALES
452001,SERVICIO DE LAVADO DE VEHÍCULOS AUTOMOTORES,7542,LAVADO DE AUTOS
960100,"LAVADO Y LIMPIEZA, INCLUIDA LA LIMPIEZA EN SECO, DE PRODUCTOS TEXTILES Y DE PIEL",7210,LAVANDERÍAS
960100,"LAVADO Y LIMPIEZA, INCLUIDA LA LIMPIEZA EN SECO, DE PRODUCTOS TEXTILES Y DE PIEL",7211,LAVANDERÍAS DE AUTOSERVICIO
476101,VENTA AL POR MENOR DE LIBROS EN COMERCIOS ESPECIALIZADOS,5942,LIBRERIAS
464905,VENTA AL POR MAYOR DE LIBROS,5192,"LIBROS, PERIÓDICOS Y REVISTAS"
464906,VENTA AL POR MAYOR DE DIARIOS Y REVISTAS,5192,"LIBROS, PERIÓDICOS Y REVISTAS"
812909,OTRAS ACTIVIDADES DE LIMPIEZA DE EDIFICIOS E INSTALACIONES INDUSTRIALES N.C.P.,7217,LIMPIEZA DE ALFOMBRAS Y TAPICERÍA
202300,"FABRICACIÓN DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFUMES Y PREPARADOS DE TOCADOR",2842,"LIMPIEZA ESPECIALIZADA, PULIDO Y SANEAMIENTO"
492120,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VÍA LOCOMOCIÓN COLECTIVA,4131,LÍNEAS DE BUSES
492250,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS ,4131,LÍNEAS DE BUSES
620900,OTRAS ACTIVIDADES DE TECNOLOGÍA DE LA INFORMACIÓN Y DE SERVICIOS INFORMÁTICOS,7379,"MANTENIMIENTO, REPARACIÓN Y SERVICIOS INFORMÁTICOS (NO CLASIFICADOS EN OTRA PARTE)"
639900,OTRAS ACTIVIDADES DE SERVICIOS DE INFORMACIÓN N.C.P.,7379,"MANTENIMIENTO, REPARACIÓN Y SERVICIOS INFORMÁTICOS (NO CLASIFICADOS EN OTRA PARTE)"
951100,REPARACIÓN DE COMPUTADORES Y EQUIPO PERIFÉRICO,7379,"MANTENIMIENTO, REPARACIÓN Y SERVICIOS INFORMÁTICOS (NO CLASIFICADOS EN OTRA PARTE)"
475201,VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA Y MATERIALES DE CONSTRUCCIÓN ,5211,MATERIALES DE CONSTRUCCIÓN
231003,FABRICACIÓN DE FIBRAS DE VIDRIO,5039,MATERIALES DE CONSTRUCCIÓN (NO CLASIFICADOS EN OTRA PARTE)
239200,FABRICACIÓN DE MATERIALES DE CONSTRUCCIÓN DE ARCILLA,5039,MATERIALES DE CONSTRUCCIÓN (NO CLASIFICADOS EN OTRA PARTE)
239400,"FABRICACIÓN DE CEMENTO, CAL Y YESO",5039,MATERIALES DE CONSTRUCCIÓN (NO CLASIFICADOS EN OTRA PARTE)
239500,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",5039,MATERIALES DE CONSTRUCCIÓN (NO CLASIFICADOS EN OTRA PARTE)
466302,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN",5039,MATERIALES DE CONSTRUCCIÓN (NO CLASIFICADOS EN OTRA PARTE)
265200,FABRICACIÓN DE RELOJES,5094,"METALES Y PIEDRAS PRECIOSAS, RELOJERIA Y JOYERIA"
321100,FABRICACIÓN DE JOYAS Y ARTÍCULOS CONEXOS,5094,"METALES Y PIEDRAS PRECIOSAS, RELOJERIA Y JOYERIA"
321200,FABRICACIÓN DE BISUTERÍA Y ARTÍCULOS CONEXOS,5094,"METALES Y PIEDRAS PRECIOSAS, RELOJERIA Y JOYERIA"
464901,"VENTA AL POR MAYOR DE MUEBLES, EXCEPTO MUEBLES DE OFICINA",5021,MUEBLES PARA OFICINAS Y COMERCIOS
465904,VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA; VENTA AL POR MAYOR DE MUEBLES DE OFICINA,5021,MUEBLES PARA OFICINAS Y COMERCIOS
522200,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE ACUÁTICO,4468,"MUELLES DEPORTIVOS, SERVICIOS Y SUMINISTROS"
862031,SERVICIOS DE MÉDICOS PRESTADOS DE FORMA INDEPENDIENTE,8042,OPTOMETRISTAS Y OFTALMÓLOGOS
942000,ACTIVIDADES DE SINDICATOS,8699,ORGANIZACIONES DE MEMBRESÍA (NO CLASIFICADAS EN OTRO LUGAR)
881000,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD,8398,ORGANIZACIONES DE SERVICIO SOCIAL CARITATIVO
889000,OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO,8398,ORGANIZACIONES DE SERVICIO SOCIAL CARITATIVO
949903,FUNDACIONES Y CORPORACIONES; ASOCIACIONES QUE PROMUEVEN ACTIVIDADES CULTURALES O RECREATIVAS,8398,ORGANIZACIONES DE SERVICIO SOCIAL CARITATIVO
949909,ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.,8398,ORGANIZACIONES DE SERVICIO SOCIAL CARITATIVO
949200,ACTIVIDADES DE ORGANIZACIONES POLÍTICAS,8651,ORGANIZACIONES POLÍTICAS
949100,ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS,8661,ORGANIZACIONES RELIGIOSAS
22000,EXTRACCIÓN DE MADERA,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
23000,RECOLECCIÓN DE PRODUCTOS FORESTALES DISTINTOS DE LA MADERA,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
24001,SERVICIOS DE FORESTACIÓN A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
24002,SERVICIOS DE CORTA DE MADERA A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
24003,SERVICIOS DE EXTINCIÓN Y PREVENCIÓN DE INCENDIOS FORESTALES,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
24009,OTROS SERVICIOS DE APOYO A LA SILVICULTURA N.C.P.,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
40000,EXTRACCIÓN Y PROCESAMIENTO DE COBRE,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
51000,EXTRACCIÓN DE CARBÓN DE PIEDRA,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
52000,EXTRACCIÓN DE LIGNITO,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
61000,EXTRACCIÓN DE PETRÓLEO CRUDO,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
62000,EXTRACCIÓN DE GAS NATURAL,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
71000,EXTRACCIÓN DE MINERALES DE HIERRO,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
72100,EXTRACCIÓN DE MINERALES DE URANIO Y TORIO,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
72910,EXTRACCIÓN DE ORO Y PLATA,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
72991,EXTRACCIÓN DE ZINC Y PLOMO,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
72992,EXTRACCIÓN DE MANGANESO,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
72999,"EXTRACCIÓN DE OTROS MINERALES METALÍFEROS NO FERROSOS N.C.P. (EXCEPTO ZINC, PLOMO Y MANGANESO)",1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
81000,"EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA",1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
