codigo_sii,actividad_sii,mcc,categoria
89110,EXTRACCIÓN Y PROCESAMIENTO DE LITIO,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
89190,EXTRACCIÓN DE MINERALES PARA LA FABRICACIÓN DE ABONOS Y PRODUCTOS QUÍMICOS N.C.P.,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
89200,EXTRACCIÓN DE TURBA,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
89300,EXTRACCIÓN DE SAL,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
89900,EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
91001,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL PRESTADOS POR EMPRESAS,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
99001,ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
332000,INSTALACIÓN DE MAQUINARIA Y EQUIPOS INDUSTRIALES,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
431100,DEMOLICIÓN,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
431200,PREPARACIÓN DEL TERRENO,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
439000,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,1799,OTROS CONTRATISTAS (NO CLASIFICADOS EN OTRA PARTE)
829900,OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.,7299,OTROS SERVICIOS PERSONALES (NO CLASIFICADOS EN OTRA PARTE)
960909,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.,7299,OTROS SERVICIOS PERSONALES (NO CLASIFICADOS EN OTRA PARTE)
970000,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO,7299,OTROS SERVICIOS PERSONALES (NO CLASIFICADOS EN OTRA PARTE)
107100,ELABORACIÓN DE PRODUCTOS DE PANADERÍA Y PASTELERÍA,5462,PANADERIAS
472105,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PRODUCTOS DE PANADERÍA Y PASTELERÍA,5462,PANADERIAS
464904,VENTA AL POR MAYOR DE ARTÍCULOS DE PAPELERÍA Y ESCRITORIO,5111,"PAPELERÍA, MATERIAL DE OFICINA, PAPEL DE IMPRESIÓN Y ESCRITURA"
900002,"ACTIVIDADES ARTÍSTICAS REALIZADAS POR BANDAS DE MÚSICA, COMPAÑÍAS DE TEATRO, CIRCENSES Y SIMILARES",7996,"PARQUES DE DIVERSIÓN, CIRCOS, CARNAVALES Y ADIVINOS"
932100,ACTIVIDADES DE PARQUES DE ATRACCIONES Y PARQUES TEMÁTICOS,7996,"PARQUES DE DIVERSIÓN, CIRCOS, CARNAVALES Y ADIVINOS"
522130,SERVICIOS PRESTADOS POR CONCESIONARIOS DE CARRETERAS,4784,PEAJES
522990,OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE N.C.P.,4784,PEAJES
960200,PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA,7230,PELUQUERÍAS Y BARBERÍAS
192000,FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO,5172,PETRÓLEO Y PRODUCTOS DERIVADOS
466100,"VENTA AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS",5172,PETRÓLEO Y PRODUCTOS DERIVADOS
869091,OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS,8049,PODÓLOGOS Y PEDICURISTAS
869092,SERVICIOS PRESTADOS DE FORMA INDEPENDIENTE POR OTROS PROFESIONALES DE LA SALUD,8049,PODÓLOGOS Y PEDICURISTAS
591100,"ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN",7829,PRODUCCIÓN Y DISTRIBUCIÓN DE PELÍCULAS Y CINTAS DE VIDEO
591200,"ACTIVIDADES DE POSTPRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN",7829,PRODUCCIÓN Y DISTRIBUCIÓN DE PELÍCULAS Y CINTAS DE VIDEO
591300,"ACTIVIDADES DE DISTRIBUCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN",7829,PRODUCCIÓN Y DISTRIBUCIÓN DE PELÍCULAS Y CINTAS DE VIDEO
477202,VENTA AL POR MENOR DE ARTÍCULOS ORTOPÉDICOS EN COMERCIOS ESPECIALIZADOS,5976,PRODUCTOS ORTOPÉDICOS
201109,FABRICACIÓN DE OTRAS SUSTANCIAS QUÍMICAS BÁSICAS N.C.P.,5169,PRODUCTOS QUÍMICOS Y ALIACIONES (NO CLASIFICADOS EN OTRA PARTE)
202100,FABRICACIÓN DE PLAGUICIDAS Y OTROS PRODUCTOS QUÍMICOS DE USO AGROPECUARIO,5169,PRODUCTOS QUÍMICOS Y ALIACIONES (NO CLASIFICADOS EN OTRA PARTE)
202901,FABRICACIÓN DE EXPLOSIVOS Y PRODUCTOS PIROTÉCNICOS,5169,PRODUCTOS QUÍMICOS Y ALIACIONES (NO CLASIFICADOS EN OTRA PARTE)
202909,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P.,5169,PRODUCTOS QUÍMICOS Y ALIACIONES (NO CLASIFICADOS EN OTRA PARTE)
466901,VENTA AL POR MAYOR DE PRODUCTOS QUÍMICOS,5169,PRODUCTOS QUÍMICOS Y ALIACIONES (NO CLASIFICADOS EN OTRA PARTE)
181101,IMPRESIÓN DE LIBROS,2741,PUBLICACIONES E IMPRESIÓN EN GENERAL
181109,OTRAS ACTIVIDADES DE IMPRESIÓN N.C.P.,2741,PUBLICACIONES E IMPRESIÓN EN GENERAL
181200,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN,2741,PUBLICACIONES E IMPRESIÓN EN GENERAL
581300,"EDICIÓN DE DIARIOS, REVISTAS Y OTRAS PUBLICACIONES PERIÓDICAS",2741,PUBLICACIONES E IMPRESIÓN EN GENERAL
476102,VENTA AL POR MENOR DE DIARIOS Y REVISTAS EN COMERCIOS ESPECIALIZADOS,5994,QUIOSCOS
477401,VENTA AL POR MENOR DE ANTIGÜEDADES EN COMERCIOS,5937,REPRODUCCIÓN DE ANTIGÜEDADES
561000,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,5812,RESTAURANTES
562900,SUMINISTRO INDUSTRIAL DE COMIDAS POR ENCARGO; CONCESIÓN DE SERVICIOS DE ALIMENTACIÓN ,5812,RESTAURANTES
479902,VENTA AL POR MENOR MEDIANTE MAQUINAS EXPENDEDORAS,5814,RESTAURANTES DE COMIDA RÁPIDA
561000,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,5814,RESTAURANTES DE COMIDA RÁPIDA
952400,REPARACIÓN DE MUEBLES Y ACCESORIOS DOMÉSTICOS,7641,"RETAPIZADO, REPARACIÓN Y ACABADO DE MUEBLES"
900002,"ACTIVIDADES ARTÍSTICAS REALIZADAS POR BANDAS DE MÚSICA, COMPAÑÍAS DE TEATRO, CIRCENSES Y SIMILARES",7911,"SALONES DE BAILE, ESTUDIOS Y ESCUELAS"
931102,GESTIÓN DE SALAS DE BILLAR; GESTIÓN DE SALAS DE BOLOS (BOWLING),7933,SALONES DE BOLOS
960902,"ACTIVIDADES DE SALONES DE MASAJES, BAÑOS TURCOS, SAUNAS, SERVICIO DE BAÑOS PÚBLICOS",7297,SALONES DE MASAJE
931102,GESTIÓN DE SALAS DE BILLAR; GESTIÓN DE SALAS DE BOLOS (BOWLING),7932,SALONES DE POOL Y BILLAR
932901,GESTIÓN DE SALAS DE POOL; GESTIÓN (EXPLOTACIÓN) DE JUEGOS ELECTRÓNICOS,7932,SALONES DE POOL Y BILLAR
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5697,"SASTRES, COSTURERAS, ARREGLOS Y MODIFICACIONES"
741001,ACTIVIDADES DE DISEÑO DE VESTUARIO,5697,"SASTRES, COSTURERAS, ARREGLOS Y MODIFICACIONES"
351011,GENERACIÓN DE ENERGÍA ELÉCTRICA EN CENTRALES HIDROELÉCTRICAS,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
351012,GENERACIÓN DE ENERGÍA ELÉCTRICA EN CENTRALES TERMOELÉCTRICAS,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
351019,GENERACIÓN DE ENERGÍA ELÉCTRICA EN OTRAS CENTRALES N.C.P.,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
351020,TRANSMISIÓN DE ENERGÍA ELÉCTRICA,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
351030,DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
352020,"FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍA, EXCEPTO REGASIFICACIÓN DE GNL",4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
360000,"CAPTACIÓN, TRATAMIENTO Y DISTRIBUCIÓN DE AGUA",4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
370000,EVACUACIÓN Y TRATAMIENTO DE AGUAS SERVIDAS,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
382100,TRATAMIENTO Y ELIMINACIÓN DE DESECHOS NO PELIGROSOS,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
382200,TRATAMIENTO Y ELIMINACIÓN DE DESECHOS PELIGROSOS,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
383001,RECUPERACIÓN Y RECICLAMIENTO DE DESPERDICIOS Y DESECHOS METÁLICOS,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
383002,RECUPERACIÓN Y RECICLAMIENTO DE PAPEL,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
383003,RECUPERACIÓN Y RECICLAMIENTO DE VIDRIO,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
383009,RECUPERACIÓN Y RECICLAMIENTO DE OTROS DESPERDICIOS Y DESECHOS N.C.P.,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
390000,ACTIVIDADES DE DESCONTAMINACIÓN Y OTROS SERVICIOS DE GESTIÓN DE DESECHOS,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
477310,VENTA AL POR MENOR DE GAS LICUADO EN BOMBONAS (CILINDROS) EN COMERCIOS ESPECIALIZADOS,4900,"SERVICIOS BÁSICOS: ELECTRICIDAD, GAS, AGUA Y DESECHOS"
14101,CRÍA DE GANADO BOVINO PARA LA PRODUCCIÓN LECHERA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14102,CRÍA DE GANADO BOVINO PARA LA PRODUCCIÓN DE CARNE O COMO GANADO REPRODUCTOR,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14200,CRÍA DE CABALLOS Y OTROS EQUINOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14300,"CRÍA DE LLAMAS, ALPACAS, VICUÑAS, GUANACOS Y OTROS CAMÉLIDOS",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14410,CRÍA DE OVEJAS (OVINOS),7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14420,CRÍA DE CABRAS (CAPRINOS),7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14500,CRÍA DE CERDOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14601,CRÍA DE AVES DE CORRAL PARA LA PRODUCCIÓN DE CARNE,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14602,CRÍA DE AVES DE CORRAL PARA LA PRODUCCIÓN DE HUEVOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14901,APICULTURA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
14909,CRÍA DE OTROS ANIMALES N.C.P.,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
15000,CULTIVO DE PRODUCTOS AGRÍCOLAS EN COMBINACIÓN CON LA CRÍA DE ANIMALES (EXPLOTACIÓN MIXTA),7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
16100,ACTIVIDADES DE APOYO A LA AGRICULTURA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
16200,ACTIVIDADES DE APOYO A LA GANADERÍA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
16300,ACTIVIDADES POSCOSECHA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
16400,TRATAMIENTO DE SEMILLAS PARA PROPAGACIÓN,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
17000,CAZA ORDINARIA Y MEDIANTE TRAMPAS Y ACTIVIDADES DE SERVICIOS CONEXAS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
21001,EXPLOTACIÓN DE VIVEROS FORESTALES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
21002,SILVICULTURA Y OTRAS ACTIVIDADES FORESTALES (EXCEPTO EXPLOTACIÓN DE VIVEROS FORESTALES),7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
31110,"PESCA MARÍTIMA INDUSTRIAL, EXCEPTO DE BARCOS FACTORÍA",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
31120,PESCA MARÍTIMA ARTESANAL,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
31130,RECOLECCIÓN Y EXTRACCIÓN DE PRODUCTOS MARINOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
31140,SERVICIOS RELACIONADOS CON LA PESCA MARÍTIMA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
31200,PESCA DE AGUA DULCE,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
32110,CULTIVO Y CRIANZA DE PECES MARINOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
32120,"CULTIVO, REPRODUCCIÓN Y MANEJO DE ALGAS MARINAS",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
32130,"REPRODUCCIÓN Y CRÍA DE MOLUSCOS, CRUSTÁCEOS Y GUSANOS MARINOS",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
32140,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
32200,ACUICULTURA DE AGUA DULCE,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
102060,ELABORACIÓN Y PROCESAMIENTO DE ALGAS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
103000,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
104000,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL (EXCEPTO ELABORACIÓN DE MANTEQUILLA),7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
105000,ELABORACIÓN DE PRODUCTOS LÁCTEOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
106101,"MOLIENDA DE TRIGO: PRODUCCIÓN DE HARINA, SÉMOLA Y GRÁNULOS",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
106102,MOLIENDA DE ARROZ; PRODUCCIÓN DE HARINA DE ARROZ,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
106109,ELABORACIÓN DE OTROS PRODUCTOS DE MOLINERÍA N.C.P.,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
106200,ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
107200,ELABORACIÓN DE AZÚCAR,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
107300,"ELABORACIÓN DE CACAO, CHOCOLATE Y DE PRODUCTOS DE CONFITERÍA",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
107400,"ELABORACIÓN DE MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINÁCEOS SIMILARES",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
107500,"ELABORACIÓN DE COMIDAS Y PLATOS PREPARADOS ENVASADOS, ROTULADOS Y CON INFORMACIÓN NUTRICIONAL",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
107901,"ELABORACIÓN DE TÉ, CAFÉ, MATE E INFUSIONES DE HIERBAS",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
107902,ELABORACIÓN DE LEVADURAS NATURALES O ARTIFICIALES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
107903,"ELABORACIÓN DE VINAGRES, MOSTAZAS, MAYONESAS Y CONDIMENTOS EN GENERAL",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
107909,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
108000,ELABORACIÓN DE PIENSOS PREPARADOS PARA ANIMALES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
110110,ELABORACIÓN DE PISCO (INDUSTRIAS PISQUERAS),7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
110120,"DESTILACIÓN, RECTIFICACIÓN Y MEZCLAS DE BEBIDAS ALCOHÓLICAS; EXCEPTO PISCO",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
110200,ELABORACIÓN DE VINOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
110300,ELABORACIÓN DE BEBIDAS MALTEADAS Y DE MALTA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
110401,ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
110402,PRODUCCIÓN DE AGUAS MINERALES Y OTRAS AGUAS EMBOTELLADAS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
120001,ELABORACIÓN DE CIGARROS Y CIGARRILLOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
120009,ELABORACIÓN DE OTROS PRODUCTOS DE TABACO N.C.P.,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
131100,PREPARACIÓN E HILATURA DE FIBRAS TEXTILES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
131200,TEJEDURA DE PRODUCTOS TEXTILES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
131300,ACABADO DE PRODUCTOS TEXTILES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
139100,FABRICACIÓN DE TEJIDOS DE PUNTO Y GANCHILLO,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
139200,"FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
139300,FABRICACIÓN DE TAPICES Y ALFOMBRAS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
139900,FABRICACIÓN DE OTROS PRODUCTOS TEXTILES N.C.P.,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
141001,FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
141002,FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
141003,FABRICACIÓN DE ACCESORIOS DE VESTIR,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
141004,FABRICACIÓN DE ROPA DE TRABAJO,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
142000,FABRICACIÓN DE ARTÍCULOS DE PIEL,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
143000,FABRICACIÓN DE ARTÍCULOS DE PUNTO Y GANCHILLO,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
151100,CURTIDO Y ADOBO DE CUEROS; ADOBO Y TEÑIDO DE PIELES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
151200,"FABRICACIÓN DE MALETAS, BOLSOS Y ARTÍCULOS SIMILARES, ARTÍCULOS DE TALABARTERÍA Y GUARNICIONERÍA",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
161000,ASERRADO Y ACEPILLADURA DE MADERA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
162300,FABRICACIÓN DE RECIPIENTES DE MADERA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
162900,"FABRICACIÓN DE OTROS PRODUCTOS DE MADERA, DE ARTÍCULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES",7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
191000,FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
201101,FABRICACIÓN DE CARBÓN VEGETAL (EXCEPTO ACTIVADO); FABRICACIÓN DE BRIQUETAS DE CARBÓN VEGETAL,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
203000,FABRICACIÓN DE FIBRAS ARTIFICIALES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
221100,FABRICACIÓN DE CUBIERTAS Y CÁMARAS DE CAUCHO; RECAUCHUTADO Y RENOVACIÓN DE CUBIERTAS DE CAUCHO,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
221900,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
222000,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
231002,FABRICACIÓN DE VIDRIO HUECO,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
239100,FABRICACIÓN DE PRODUCTOS REFRACTARIOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
239300,FABRICACIÓN DE OTROS PRODUCTOS DE PORCELANA Y DE CERÁMICA,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
